,station_id,time_of_day,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,time_interval,bike_uptime,dock_uptime,day_of_week,last_updated_hour,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
2822,3563,Peak Weekday Mornings,0.0,359,359,359,551795052049,747,58,6734,0,0,3590,0.7966573816155988,1.0,720,2872,,1.0,19.0,,3563.0,,2018-10-25 01:14:54 PM,40.757186,,-73.932719,,28 St & 36 Ave,,28 St & 36 Ave,1.0,In Service,False,21.0
2823,3563,Peak Weekends,0.0,720,720,720,1106677593944,1253,223,13643,1,1,7200,0.6777777777777778,1.0,3957,10453,,1.0,19.0,,3563.0,,2018-10-25 01:14:54 PM,40.757186,,-73.932719,,28 St & 36 Ave,,28 St & 36 Ave,1.0,In Service,False,21.0
2824,3564,Other,0.0,2980,2980,2980,4580393323482,13812,2,40458,2348,0,29800,0.9033557046979864,1.0,8481,31900,,1.0,18.0,,3564.0,,2018-10-25 01:15:12 PM,40.7601853,,-73.9362726,,21 St & 36 Ave,,21 St & 36 Ave,1.0,In Service,False,19.0
2825,3564,Peak Weekday Evenings,0.0,240,240,240,368896496877,872,0,3508,180,0,2400,0.8541666666666666,1.0,480,4200,,1.0,18.0,,3564.0,,2018-10-25 01:15:12 PM,40.7601853,,-73.9362726,,21 St & 36 Ave,,21 St & 36 Ave,1.0,In Service,False,19.0
2826,3564,Peak Weekday Mornings,0.0,359,359,359,551794884874,1871,0,4663,287,0,3590,0.9944289693593314,1.0,720,2872,,1.0,18.0,,3564.0,,2018-10-25 01:15:12 PM,40.7601853,,-73.9362726,,21 St & 36 Ave,,21 St & 36 Ave,1.0,In Service,False,19.0
2827,3564,Peak Weekends,0.0,720,720,720,1106676428469,3485,0,9616,579,0,7200,0.8152777777777778,1.0,3957,10453,,1.0,18.0,,3564.0,,2018-10-25 01:15:12 PM,40.7601853,,-73.9362726,,21 St & 36 Ave,,21 St & 36 Ave,1.0,In Service,False,19.0
2828,3565,Other,0.0,2980,2980,2980,4580398953447,13405,122,43093,0,27,29800,0.8865771812080537,1.0,8481,31900,,0.0,19.0,,3565.0,,2018-10-25 01:15:41 PM,40.7614376,,-73.9411265,,36 Ave & 10 St,,36 Ave & 10 St,1.0,In Service,False,19.0
2829,3565,Peak Weekday Evenings,0.0,240,240,240,368897555761,938,0,3622,0,0,2400,0.8916666666666667,1.0,480,4200,,0.0,19.0,,3565.0,,2018-10-25 01:15:41 PM,40.7614376,,-73.9411265,,36 Ave & 10 St,,36 Ave & 10 St,1.0,In Service,False,19.0
2830,3565,Peak Weekday Mornings,0.0,359,359,359,551794799944,1595,18,5208,0,0,3590,0.947075208913649,1.0,720,2872,,0.0,19.0,,3565.0,,2018-10-25 01:15:41 PM,40.7614376,,-73.9411265,,36 Ave & 10 St,,36 Ave & 10 St,1.0,In Service,False,19.0
2831,3565,Peak Weekends,0.0,720,720,720,1106677705508,3871,90,9719,0,1,7200,0.9638888888888888,1.0,3957,10453,,0.0,19.0,,3565.0,,2018-10-25 01:15:41 PM,40.7614376,,-73.9411265,,36 Ave & 10 St,,36 Ave & 10 St,1.0,In Service,False,19.0
